Vernier Format 2
SAS-124-55__13C70 PURE__LEFT__4th LG-PYE pass__3pt06 mLmin o-Xyl__1500 uL__650 nm__3 injection__QC PURE.cmbl 5/15/2023 10:36:39 .
Latest
Time	Potential
t	Pot
min	mV

0	0.15293152188
0.0166666666667	0.125943606254
0.0333333333333	0.15293152188
0.05	0.134939578129
0.0666666666667	0.125943606254
0.0833333333333	0.0899597187527
0.1	0.15293152188
0.116666666667	0.107951662503
0.133333333333	0.134939578129
0.15	0.0899597187527
0.166666666667	0.125943606254
0.183333333333	0.125943606254
0.2	0.107951662503
0.216666666667	0.107951662503
0.233333333333	0.134939578129
0.25	0.107951662503
0.266666666667	0.125943606254
0.283333333333	0.107951662503
0.3	0.134939578129
0.316666666667	0.15293152188
0.333333333333	0.125943606254
0.35	0.17092346563
0.366666666667	0.15293152188
0.383333333333	0.17092346563
0.4	0.15293152188
0.416666666667	0.125943606254
0.433333333333	0.125943606254
0.45	0.15293152188
0.466666666667	0.15293152188
0.483333333333	0.15293152188
0.5	0.15293152188
0.516666666667	0.134939578129
0.533333333333	0.107951662503
0.55	0.15293152188
0.566666666667	0.125943606254
0.583333333333	0.188915409381
0.6	0.15293152188
0.616666666667	0.15293152188
0.633333333333	0.0719677750021
0.65	0.17092346563
0.666666666667	0.134939578129
0.683333333333	0.125943606254
0.7	0.197911381256
0.716666666667	0.125943606254
0.733333333333	0.134939578129
0.75	0.134939578129
0.766666666667	0.125943606254
0.783333333333	0.134939578129
0.8	0.107951662503
0.816666666667	0.0899597187527
0.833333333333	0.134939578129
0.85	0.134939578129
0.866666666667	0.17092346563
0.883333333333	0.206907353131
0.9	0.134939578129
0.916666666667	0.125943606254
0.933333333333	0.125943606254
0.95	0.125943606254
0.966666666667	0.188915409381
0.983333333333	0.107951662503
1	0.134939578129
1.01666666667	0.107951662503
1.03333333333	0.134939578129
1.05	0.107951662503
1.06666666667	0.107951662503
1.08333333333	0.15293152188
1.1	0.107951662503
1.11666666667	0.125943606254
1.13333333333	0.15293152188
1.15	0.125943606254
1.16666666667	0.188915409381
1.18333333333	0.188915409381
1.2	0.134939578129
1.21666666667	0.107951662503
1.23333333333	0.17092346563
1.25	0.134939578129
1.26666666667	0.15293152188
1.28333333333	0.15293152188
1.3	0.125943606254
1.31666666667	0.0899597187527
1.33333333333	0.134939578129
1.35	0.134939578129
1.36666666667	0.125943606254
1.38333333333	0.125943606254
1.4	0.17092346563
1.41666666667	0.15293152188
1.43333333333	0.0899597187527
1.45	0.107951662503
1.46666666667	0.125943606254
1.48333333333	0.125943606254
1.5	0.134939578129
1.51666666667	0.188915409381
1.53333333333	0.125943606254
1.55	0.0719677750021
1.56666666667	0.125943606254
1.58333333333	0.0899597187527
1.6	0.125943606254
1.61666666667	0.107951662503
1.63333333333	0.125943606254
