Vernier Format 2
SAS-124-55__13C130__[5-5]__LEFT__1st LG-PYE pass after 2 LG N-M pass-16-19min LGNM cut__3pt06 mLmin o-Xyl__2500 uL__684 nm__2 of 2 injection__REALLY C130.cmbl 5/15/2023 10:38:43 .
Latest
Time	Potential	Calculated Column
t	Pot	CC
min	mV	

0	0.0809637468774	-0.158036253123
0.0166666666667	0.134939578129	-0.104060421871
0.0333333333333	0.116947634378	-0.122052365622
0.05	0.15293152188	-0.08606847812
0.0666666666667	0.0449798593763	-0.194020140624
0.0833333333333	0.0629718031269	-0.176028196873
0.1	0.134939578129	-0.104060421871
0.116666666667	0.0809637468774	-0.158036253123
0.133333333333	0.0809637468774	-0.158036253123
0.15	0.0449798593763	-0.194020140624
0.166666666667	0.0629718031269	-0.176028196873
0.183333333333	0.0809637468774	-0.158036253123
0.2	0.0269879156258	-0.212012084374
0.216666666667	0.0449798593763	-0.194020140624
0.233333333333	0.0449798593763	-0.194020140624
0.25	0.0629718031269	-0.176028196873
0.266666666667	0.0629718031269	-0.176028196873
0.283333333333	0.0269879156258	-0.212012084374
0.3	0.0269879156258	-0.212012084374
0.316666666667	0.0269879156258	-0.212012084374
0.333333333333	0.0449798593763	-0.194020140624
0.35	0.0269879156258	-0.212012084374
0.366666666667	0.0449798593763	-0.194020140624
0.383333333333	0.0449798593763	-0.194020140624
0.4	0.0449798593763	-0.194020140624
0.416666666667	0.0449798593763	-0.194020140624
0.433333333333	0.0269879156258	-0.212012084374
0.45	0.0449798593763	-0.194020140624
0.466666666667	0.0269879156258	-0.212012084374
0.483333333333	0.0269879156258	-0.212012084374
0.5	0.0449798593763	-0.194020140624
0.516666666667	0.0629718031269	-0.176028196873
0.533333333333	0.0269879156258	-0.212012084374
0.55	0.0449798593763	-0.194020140624
0.566666666667	0.0269879156258	-0.212012084374
0.583333333333	0.0449798593763	-0.194020140624
0.6	0.0449798593763	-0.194020140624
0.616666666667	0.0269879156258	-0.212012084374
0.633333333333	0.0449798593763	-0.194020140624
0.65	0.0269879156258	-0.212012084374
0.666666666667	0.0269879156258	-0.212012084374
0.683333333333	0.0269879156258	-0.212012084374
0.7	0.0449798593763	-0.194020140624
0.716666666667	0.0449798593763	-0.194020140624
0.733333333333	0.0269879156258	-0.212012084374
0.75	0.0269879156258	-0.212012084374
0.766666666667	0.0269879156258	-0.212012084374
0.783333333333	0.0449798593763	-0.194020140624
0.8	0.0449798593763	-0.194020140624
0.816666666667	0.0629718031269	-0.176028196873
