Vernier Format 2
SAS-124-55__13C114 PURE__LEFT__2nd LG-PYE pass__3pt06 mLmin o-Xyl__2000 uL__650 nm__1 injection__QC PURE.cmbl 5/15/2023 10:35:24 .
Latest
Time	Potential
t	Pot
min	mV

0	0.0899597187527
0.0166666666667	0.107951662503
0.0333333333333	0.125943606254
0.05	0.15293152188
0.0666666666667	0.0899597187527
0.0833333333333	0.107951662503
0.1	0.125943606254
0.116666666667	0.125943606254
0.133333333333	0.107951662503
0.15	0.125943606254
0.166666666667	0.15293152188
0.183333333333	0.125943606254
0.2	0.0899597187527
0.216666666667	0.0539758312516
0.233333333333	0.0899597187527
0.25	0.0899597187527
0.266666666667	0.0539758312516
0.283333333333	0.0539758312516
0.3	0.0359838875011
0.316666666667	0.0539758312516
0.333333333333	0.0179919437505
0.35	0.125943606254
0.366666666667	0.125943606254
0.383333333333	0.0179919437505
0.4	0.0179919437505
0.416666666667	0.0359838875011
0.433333333333	0.0179919437505
0.45	0
0.466666666667	0.107951662503
0.483333333333	0.0539758312516
0.5	0.0179919437505
0.516666666667	0.0539758312516
0.533333333333	0.0899597187527
0.55	0.0359838875011
0.566666666667	0.0719677750021
0.583333333333	0.0179919437505
0.6	0.0539758312516
0.616666666667	0.0539758312516
0.633333333333	0
0.65	0
0.666666666667	0.0539758312516
0.683333333333	0.0359838875011
0.7	0.0179919437505
0.716666666667	0
0.733333333333	0
0.75	0
0.766666666667	0.0359838875011
0.783333333333	0
0.8	0.0179919437505
0.816666666667	0
0.833333333333	0
0.85	0.0179919437505
0.866666666667	0.0359838875011
0.883333333333	0.0539758312516
0.9	0.0359838875011
0.916666666667	0.0179919437505
0.933333333333	0.0179919437505
0.95	0.0179919437505
0.966666666667	0.0359838875011
0.983333333333	0.0539758312516
1	0.0359838875011
1.01666666667	0.0359838875011
1.03333333333	0
1.05	0.107951662503
1.06666666667	0.125943606254
1.08333333333	0.0899597187527
1.1	0.0899597187527
1.11666666667	0.125943606254
1.13333333333	0.0539758312516
1.15	0.125943606254
1.16666666667	0.0539758312516
1.18333333333	0.0179919437505
1.2	0.0179919437505
1.21666666667	0.0359838875011
1.23333333333	0.0179919437505
1.25	0
1.26666666667	0.0359838875011
1.28333333333	0.0179919437505
1.3	0
1.31666666667	0.0539758312516
1.33333333333	0.0539758312516
1.35	0.0179919437505
1.36666666667	0.0539758312516
1.38333333333	0.125943606254
1.4	0.107951662503
1.41666666667	0
1.43333333333	0
1.45	0.0179919437505
1.46666666667	0.0359838875011
1.48333333333	0.0539758312516
1.5	0.0359838875011
1.51666666667	0.0539758312516
1.53333333333	0.0539758312516
1.55	0.0359838875011
1.56666666667	0.107951662503
1.58333333333	0.125943606254
1.6	0.125943606254
1.61666666667	0.0719677750021
1.63333333333	0.0899597187527
1.65	0.107951662503
