Vernier Format 2
SAS-124-55__13C90__[5-5]__LEFT__2nd LG-PYE pass after 2 LG N-M pass-10-11 min LGNM cut__3pt06 mLmin o-Xyl__2000 uL__478 nm__1 injection__QC GR8.cmbl 5/15/2023 10:37:30 .
Latest
Time	Potential
t	Pot
min	mV

0	-0.0179919437505
0.0166666666667	-0.0359838875011
0.0333333333333	-0.0359838875011
0.05	-0.0179919437505
0.0666666666667	0
0.0833333333333	-0.0179919437505
0.1	-0.0179919437505
0.116666666667	-0.0359838875011
0.133333333333	-0.0269879156258
0.15	-0.0359838875011
0.166666666667	-0.0359838875011
0.183333333333	-0.0359838875011
0.2	-0.0359838875011
0.216666666667	-0.0359838875011
0.233333333333	-0.0359838875011
0.25	-0.0359838875011
0.266666666667	-0.0359838875011
0.283333333333	-0.0359838875011
0.3	-0.0359838875011
0.316666666667	-0.0359838875011
0.333333333333	-0.0179919437505
0.35	-0.0179919437505
0.366666666667	-0.0179919437505
0.383333333333	-0.0359838875011
0.4	-0.0449798593763
0.416666666667	-0.0179919437505
0.433333333333	-0.0359838875011
0.45	0
0.466666666667	0.0179919437505
0.483333333333	0
0.5	-0.0359838875011
0.516666666667	0
0.533333333333	-0.0359838875011
0.55	-0.0179919437505
0.566666666667	-0.0359838875011
0.583333333333	-0.0359838875011
0.6	-0.0179919437505
0.616666666667	-0.0359838875011
0.633333333333	-0.0179919437505
0.65	-0.0179919437505
0.666666666667	-0.0359838875011
0.683333333333	-0.0359838875011
0.7	-0.0179919437505
0.716666666667	-0.0359838875011
0.733333333333	-0.0359838875011
0.75	-0.0359838875011
0.766666666667	-0.0359838875011
0.783333333333	-0.0179919437505
0.8	-0.0179919437505
0.816666666667	-0.0179919437505
0.833333333333	-0.0179919437505
0.85	-0.0359838875011
0.866666666667	-0.0179919437505
0.883333333333	-0.0359838875011
0.9	0
0.916666666667	-0.0359838875011
0.933333333333	0
0.95	0
0.966666666667	-0.0179919437505
0.983333333333	-0.0179919437505
1	-0.0179919437505
1.01666666667	-0.0179919437505
1.03333333333	-0.0359838875011
1.05	-0.0179919437505
1.06666666667	-0.0359838875011
1.08333333333	-0.0179919437505
1.1	-0.0359838875011
1.11666666667	-0.0359838875011
1.13333333333	-0.0179919437505
1.15	-0.0179919437505
1.16666666667	-0.0179919437505
1.18333333333	-0.0179919437505
1.2	-0.0359838875011
1.21666666667	-0.0359838875011
1.23333333333	-0.0359838875011
1.25	0
1.26666666667	0.0179919437505
1.28333333333	-0.0359838875011
1.3	-0.0269879156258
1.31666666667	-0.0359838875011
1.33333333333	-0.0359838875011
1.35	-0.0359838875011
1.36666666667	-0.0179919437505
1.38333333333	-0.0359838875011
1.4	-0.0359838875011
1.41666666667	-0.0359838875011
1.43333333333	-0.0179919437505
1.45	-0.0179919437505
1.46666666667	-0.0359838875011
